"states","Appropriateness_of_Display","Automaticity","AvoidanceApproach","Certainty","Complexity","Concreteness","Contagiousness","Familiarity","Frequency","Human_Mind","Intentionality","Morality","Perceptibility","Rationality","Social_Impact","Valence","see.face","hear.tone","hear.other","touch","see.posture","see.other","smell","taste","none","Actionspecificity","Agedependency","Beginning_Abruptness","Competitiveness","Contextspecificity","Cooperation","Differentiated_Experience","Duration","Ending_Abruptness","Intermediacy","Introspective_Value","Learning","Predictability","Simultaneity","Social_Distance","Traitdiagnostic","Traitlikeness","Agency","Experience","High.Arousal","Low.Arousal","Body","Mind","Emotion","Reason","Positive","Negative","Shared","Unique","Social","Non.Social","Warmth","Competence"
"Inspiration",0.908910970448845,0.411419679599267,0.91834131459514,0.450379080489782,0.206893099370759,-0.312540767375944,0.471134122053774,0.283551884220212,0.25618379101454,0.657825272658738,-0.0105133802047812,0.751627556238614,-0.317321348578477,-0.175054617549992,0.397934555965915,0.974849574185475,0.596153846153846,0.576923076923077,0.153846153846154,0.0192307692307692,0.346153846153846,0.25,0.0192307692307692,0,0.173076923076923,-0.107346991593492,0.171722410065988,0.513866281114044,0.248196902545025,0.164708968129125,0.474319966239063,0.563228515195584,0.0377080646251908,0.113957421360314,0.204943053903422,0.564245991774441,0.645202060862059,-0.114447067063345,0.307611359421911,0.690775077016499,0.0610277516319194,0.0378687738554485,0.37398,0.70732,0.77444,0.13534,0.098361,0.95902,0.63934,0.48361,0.92517,0.054422,0.27612,0.74627,0.56637,0.67257,0.64122,0.45038
"Intrigue",0.519510859586432,0.232528781740709,0.65752232287272,-0.416574320933519,0.431295835750009,-0.421823027310947,0.129717993948193,-0.170510950395527,-0.248985584321508,0.350959569014249,-0.177520907216677,0.0599045507637705,-0.250521173156969,0.0901416348183615,0.0594572460891321,0.573250719612031,0.730769230769231,0.576923076923077,0.25,0.0961538461538462,0.365384615384615,0.230769230769231,0.0192307692307692,0,0.0961538461538462,-0.302017228952333,-0.0655849992145278,0.330851737443694,0.123440563946339,0.0406876026967357,0.228227588259028,0.356752323084389,-0.434919942933389,0.279409293727994,0.318502206912526,0.260889909265638,0.566149865936056,-0.0983031003551689,0.241926061452048,-0.26647708177249,0.161031583571411,-0.214386164981237,0.45378,0.60504,0.70677,0.24812,0.1371,0.91129,0.56557,0.54098,0.84,0.13333,0.53175,0.50794,0.61818,0.60909,0.42029,0.3913
"Judgment",0.172201809969622,-0.443598895554544,-0.084664138926686,0.388057018480683,0.518995344999212,0.0165119916700836,0.410340828952348,0.318242039513628,0.51783100479548,0.688977760090667,0.742334057156729,0.163410866787156,-0.396296630269135,0.609825804548302,0.822377774316862,-0.0443626536259446,0.692307692307692,0.557692307692308,0.25,0.0192307692307692,0.288461538461538,0.211538461538462,0,0.0192307692307692,0.173076923076923,-0.12438321477564,0.659357644747414,0.355902220050497,0.585857444516547,0.40751823478043,0.370944367857586,0.277732389820613,0.0226850035983694,0.484191400537654,0.00625217880128498,0.572907922279971,0.72383449361114,0.0385345982813208,-0.0495668579578346,-0.415112098577398,0.395943679969732,0.578040303064339,0.65354,0.4252,0.52756,0.33858,0.075,0.95,0.32479,0.80342,0.34266,0.72028,0.40945,0.62205,0.72222,0.4537,0.20896,0.68657
"Laziness",-1.12833599350944,-0.520060835758946,-1.07142799038323,-0.341196382121057,-0.612011253923958,0.035319725389025,0.023579307574865,-0.38304417263643,-0.318551666382055,-0.618076619935448,0.306820186400687,-1.1987286106123,0.203779137447703,-0.0709722907270893,-0.61490159412938,-1.14589243063359,0.288461538461538,0.346153846153846,0.134615384615385,0.0384615384615385,0.788461538461538,0.211538461538462,0.0384615384615385,0,0.0961538461538462,0.26806684958722,-0.460097254667347,-0.832863265407636,-1.09248457018476,-0.519059546634752,-0.866137966053066,-0.638437183476482,0.247237358999825,-0.467492604055157,-0.29153252544801,-0.923303847251981,-0.85499872075239,-0.0215636153477354,-0.25656973072749,-0.141022837374015,0.101689384824674,0.0647177026931178,0.32787,0.64754,0.065693,0.86131,0.74797,0.77236,0.52778,0.21296,0.057971,0.86957,0.77037,0.25926,0.29358,0.80734,0.22059,0.45588
"Lethargy",-0.977092824331409,0.15553820682284,-0.958610401816973,-0.375366462651602,-0.34699758899424,-0.0542267324022991,-0.301833850650479,-0.61044314406733,-0.791496600658552,-1.14041476517578,-0.912679549092757,-0.822902517026472,0.301068770393057,-0.102240476416658,-0.925073784004706,-0.873842972384103,0.711538461538462,0.596153846153846,0.307692307692308,0.0961538461538462,0.826923076923077,0.307692307692308,0,0,0.0384615384615385,0.0864228615963529,-0.388121206528026,-0.732026296914221,-0.714535223319094,-0.358345668473744,-0.730644652571637,-0.650785652025238,0.142295102234696,-0.699920482030394,-0.284781356658331,-0.656963515470012,-0.84917385275927,-0.229579433493349,-0.336778249543915,-0.513094219890253,-0.429944482009409,-0.781729161338208,0.30645,0.77419,0.11364,0.79545,0.7907,0.65116,0.54918,0.2623,0.035714,0.80714,0.73077,0.29231,0.13393,0.76786,0.20968,0.33871
"Lust",-1.16434048945904,0.335758728323232,0.0521131071573862,0.0687230932709823,-0.641501773208893,-0.0288083970402938,0.162292840719532,-0.227538830230711,-0.142279432647652,-0.809430668523226,-0.345256643279449,-1.03575051259049,0.383229860843893,-0.661062278811416,0.234997865894864,-0.235727231958321,0.807692307692308,0.692307692307692,0.211538461538462,0.326923076923077,0.826923076923077,0.384615384615385,0.0769230769230769,0.0576923076923077,0.0192307692307692,0.000819140575170264,0.393629904559144,0.654097761809193,-0.29582238463453,0.371296110021596,-0.267169967936947,-0.275196551883999,-0.135384631632979,0.511749582733267,-0.0484149921753597,-0.455978433027234,-0.734532650568748,-0.203101188844779,-0.00828521552828147,0.145855949141006,0.202528257696617,-0.426527166440669,0.37692,0.78462,0.85821,0.11194,0.7541,0.7623,0.87705,0.07377,0.49645,0.60993,0.624,0.408,0.81356,0.32203,0.59559,0.13235
"Nervousness",-0.639853949827986,0.548439392933215,-0.913407910088078,-0.816515047571703,-0.051564923230075,-0.135651343395979,0.173498170161069,-0.0793232907599587,-0.0121122871912999,-0.0806520812698624,-0.983430722083023,-0.209513836727276,0.514402347196152,-0.579970652307912,-0.333516654163316,-0.884924265310224,0.788461538461538,0.769230769230769,0.307692307692308,0.0769230769230769,0.807692307692308,0.365384615384615,0.0384615384615385,0,0.0192307692307692,-0.271070615733004,-0.137452459718827,-0.0280581117175298,0.272045090173536,-0.14206362142388,-0.320466938549974,-0.242340475430271,-0.498237600257516,0.00384664096417977,0.363814754132943,-0.171774905551499,-0.613409706449617,-0.079497913889664,0.0357566744890278,-0.941643883120409,0.113166980520843,-0.335942973021384,0.26016,0.79675,0.68182,0.2803,0.53906,0.96094,0.8843,0.22314,0.17241,0.91724,0.75194,0.31008,0.54545,0.7,0.32847,0.33577
"Objectivity",0.645583606584435,-0.484451478168415,0.454045580345261,0.572600032983439,0.247440707621872,0.313728087834266,-0.0919429015940261,0.324450204239521,0.248758037427238,0.485560360032825,0.541471300269966,0.531345925802597,-0.849941998521254,1.10166350848792,0.139312546180803,0.603805091695905,0.269230769230769,0.442307692307692,0.326923076923077,0.0192307692307692,0.25,0.211538461538462,0,0,0.288461538461538,0.245565195055402,0.484556535270132,-0.157964192905626,0.122110993667383,0.089348805140858,0.392759196625043,-0.180049191179347,0.0176668580001916,-0.0568009878387397,-0.078960475487556,0.296584687292861,0.77671518915473,-0.0846051751717854,-0.0781624787972594,-0.119122372759033,0.190084575924436,0.682755176547981,0.61667,0.425,0.31884,0.4058,0.11017,0.81356,0.1626,0.81301,0.4698,0.2953,0.28455,0.63415,0.4486,0.65421,0.13077,0.79231
"Opinion",0.506451965171948,-0.534002619971464,0.392227474405592,0.0859678760925582,0.194257708485994,-0.0185283661294754,0.450450232786104,0.675653644925494,0.883560305939095,0.755414226689821,0.824943680581132,0.42908154752357,-0.487236115632482,0.370002242717965,0.375213633569096,0.415283086335348,0.230769230769231,0.519230769230769,0.365384615384615,0.0192307692307692,0.115384615384615,0.0961538461538462,0.0192307692307692,0.0192307692307692,0.25,-0.168472695066516,0.395161585107294,0.025596342904951,0.373574382435772,0.025354590773231,0.564044079627724,0.420140067531626,0.240354347109813,0.109079927571761,-0.160795623529305,0.676420267708181,0.725360292855871,-0.287406070159979,0.0985101441636271,0.352953601150893,0.073116524393523,0.360646409717183,0.70492,0.34426,0.41221,0.23664,0.104,0.936,0.288,0.792,0.6338,0.40141,0.28346,0.77165,0.59664,0.55462,0.21014,0.63043
"Patience",0.991319655110234,-0.710122063615624,0.836323810668852,0.476481051888666,-0.291567672750763,0.139315265490935,-0.19308887138743,0.418904201007212,0.205705287378444,0.246284934296484,0.763850077365829,0.922849508604309,-0.146700894839533,0.522907495370215,0.0470116888962664,0.934407324079076,0.596153846153846,0.653846153846154,0.25,0.0576923076923077,0.538461538461538,0.288461538461538,0,0,0.115384615384615,0.422851782921647,0.412827119178934,-0.661563776526163,-0.30473361191683,-0.0763836738848665,0.69555956565825,-0.117733500289853,0.211397351563452,-0.488962026716157,-0.432453417303966,0.462146142140829,0.467826744279853,0.309943797609389,0.291814611795457,0.40939509145747,0.448887262793144,0.76233889624755,0.44538,0.65546,0.27907,0.64341,0.1811,0.94488,0.5,0.53226,0.85906,0.11409,0.57031,0.47656,0.57265,0.7094,0.57037,0.40741
"Peacefulness",0.952084950150291,0.0312064753053652,0.829668533597707,0.66469332916124,-0.657794268529627,-0.00637743682748908,0.48610736715832,0.501806167482308,0.285292516612906,0.0610590303475209,0.220413118718857,0.92831000862066,0.281047465759947,-0.334549658018276,-0.0835644268022993,1.07093056270405,0.826923076923077,0.653846153846154,0.288461538461538,0.0961538461538462,0.653846153846154,0.365384615384615,0.0769230769230769,0.0192307692307692,0,0.343040354545801,0.0679332563498257,-0.32686532524425,-0.59589834999991,-0.126701509636212,0.418328248920192,-0.185872616716585,0.171737626096046,-0.13212693561962,-0.142868716530139,0.415629685168876,-0.188536917133932,0.556795078242129,0.188136830481668,0.745707205781525,0.367824552490335,0.403424729588905,0.22764,0.82114,0.28148,0.68889,0.33333,0.95349,0.79032,0.22581,0.93197,0.054422,0.73881,0.32836,0.42857,0.77679,0.78417,0.2518
"Pensiveness",-0.162700964361331,-0.269220594553197,-0.220461008997945,-0.600015889950921,0.313811750880806,-0.526943608972265,-0.455603884670577,-0.881867837009536,-0.403106819769938,0.166069450927402,0.00780524820013929,-0.025638516224825,-0.523436802788921,0.0122921398246979,-0.345343042253077,-0.113314496645058,0.807692307692308,0.384615384615385,0.153846153846154,0.0192307692307692,0.384615384615385,0.230769230769231,0,0,0.0961538461538462,-0.149026268748,-0.143383704724637,-0.352302075399953,-0.335920028242385,-0.131633206918857,-0.117483270698758,0.0155861574205104,-0.321889469824801,-0.214293206466584,0.10413091951654,-0.145484098387387,0.0755835572787713,-0.219980389712897,-0.129343283409433,-0.357482831080411,-0.000299728640196958,-0.110535098294499,0.40833,0.625,0.28571,0.64286,0.1405,0.91736,0.46552,0.53448,0.55862,0.28276,0.31298,0.66412,0.22124,0.78761,0.27273,0.60606
"Pity",-0.413816605276147,0.0287719755338284,-0.75358540766104,-0.228633838239052,-0.285951614178981,-0.246779371515991,0.0423360214207803,-0.240505278093809,-0.534397347396164,0.309588014401498,-0.217153324523068,-0.174774479593445,-0.0218777190798434,-0.606285364102877,-0.504559993074136,-0.593061234617224,0.730769230769231,0.730769230769231,0.269230769230769,0.0192307692307692,0.288461538461538,0.192307692307692,0,0,0.0384615384615385,0.181719973592796,0.124164404403066,0.179548794971141,-0.66331694159214,0.298992316816914,-0.427168515202936,-0.114174416486022,-0.308345828835889,-0.00316554928932527,0.135558564954036,-0.172488372690172,-0.470558971564737,0.102435292365766,0.0662363378217684,-0.390082057077029,0.0379878092242633,-0.508603885299672,0.304,0.76,0.28261,0.54348,0.15447,0.91057,0.88095,0.22222,0.19178,0.73973,0.28906,0.6875,0.68421,0.54386,0.55556,0.17778
"Planning",0.952494211113778,-1.24478929853498,0.682950068971696,0.716356893332739,0.683541832852448,0.325455100802937,-0.404369469319006,0.538127896297192,0.716195851936082,0.460963047980058,1.14735503783854,0.688201448409638,-1.01309401545281,1.23178168588549,0.382623815776444,0.747189379126439,0.346153846153846,0.230769230769231,0.269230769230769,0.0384615384615385,0.192307692307692,0.230769230769231,0,0.0192307692307692,0.384615384615385,0.459563472838815,0.564262267251775,-0.521441067779769,0.690648363214728,0.36570341822789,0.939188046607083,0.0528000564200712,0.74385937375264,0.194288211805984,0.083898332433314,0.292410407268073,0.994840867166435,0.621404388131747,-0.187744776874785,0.295203895139882,0.173544037057573,0.434269130718801,0.79839,0.24194,0.43411,0.27907,0.11382,0.87805,0.12097,0.84677,0.62329,0.19178,0.40769,0.58462,0.59459,0.65766,0.10687,0.77863
"Playfulness",0.422823084115467,-0.00102660051403898,0.771460388092245,0.406184352985647,-0.538401516980357,0.186600738365193,0.755390628227882,0.355448747172303,0.361374487051569,-0.644916409495417,0.561208026361318,0.532871790643176,0.686804323507214,-0.34440249674006,0.427717309701018,0.995528407439793,0.807692307692308,0.75,0.384615384615385,0.307692307692308,0.730769230769231,0.365384615384615,0,0,0,0.129046428822595,0.134743373068867,0.431726038981368,0.249404047337879,-0.0208492803872913,0.605045666290543,0.193865794331722,-0.236105410706027,0.234271709082352,-0.0457202409790501,0.198675836160663,-0.367022944104479,0.210516238584911,0.5044508256443,0.784995748181347,0.455666837784311,0.269385482844279,0.28333,0.7,0.78986,0.18116,0.424,0.88,0.70079,0.23622,0.93103,0.055172,0.85816,0.22695,0.81651,0.40367,0.74286,0.20714
"Reason",0.820331280336109,-0.420483163298188,0.787933664262715,0.68148133437003,0.338726080598783,0.306949382777738,-0.20868790534114,0.458022819944182,0.569461944257787,0.666115611130697,0.735522458494735,0.760349039635509,-0.95562732356366,1.11002862092165,0.37919375888893,0.67273071133995,0.307692307692308,0.403846153846154,0.365384615384615,0.0192307692307692,0.230769230769231,0.211538461538462,0.0192307692307692,0.0192307692307692,0.288461538461538,0.225387113424512,0.501777368712892,-0.096828701216358,0.395697016845312,0.122822300616303,0.791208511939219,0.104573338680289,0.257699647765045,0.00926706424032281,-0.0285102527891004,0.606722628383689,1.04303548413093,0.316778664245861,-0.0272200639920575,0.460612539724832,0.169734789697581,0.835950661457753,0.67717,0.33071,0.31008,0.31783,0.082645,0.92562,0.16529,0.87603,0.75862,0.14483,0.31818,0.68182,0.3913,0.66957,0.17647,0.73529
"Relaxation",0.775004740405965,-0.372339936066242,0.810737330192173,0.584211252063216,-0.749907366423005,0.123975987166795,-0.0867732639982449,0.445225722185576,0.357878823639298,-0.62281100894715,0.505830625284943,0.619546138530963,0.464386425964884,-0.117845823851027,-0.449479646440738,1.00726747121335,0.673076923076923,0.557692307692308,0.230769230769231,0.173076923076923,0.865384615384615,0.384615384615385,0.0192307692307692,0.0192307692307692,0.0192307692307692,0.534363472010552,-0.43178873608577,-0.429314284633057,-0.736523060666619,-0.133385246684039,0.174332065522757,-0.205482355078264,0.0266026245937296,-0.357154757966111,-0.0287290690773212,-0.00661030950090804,-0.198433034504696,0.503130240928069,0.151823629793953,0.87432908154138,-0.566456647140657,-0.258924087353206,0.32283,0.73228,0.18519,0.77778,0.752,0.88,0.62832,0.27434,0.92568,0.060811,0.82443,0.26718,0.51667,0.78333,0.69231,0.20769
"Satisfaction",0.762034687579764,-0.0222728220036943,0.974961437124687,0.724437635882102,-0.263078001832983,0.313576005122229,0.056245222595814,0.546776538919229,0.504406456292409,-0.161246994334592,0.414376560351258,0.568139020647104,0.342848181236061,-0.176677229231943,0.344364801849742,1.05132678863756,0.826923076923077,0.634615384615385,0.269230769230769,0.115384615384615,0.403846153846154,0.211538461538462,0.153846153846154,0.134615384615385,0.0384615384615385,0.357104979184007,-0.107487614028524,0.0775748409770271,0.602303048909273,0.112999408555541,0.769848937468142,0.250257976085727,0.242424663285862,0.127217193843573,0.208198293196404,0.366091764880769,0.132661800919792,0.286338698953284,0.366873371623555,0.758378305186479,-0.215595544160517,-0.0418931997946518,0.37008,0.77953,0.56391,0.3985,0.40945,0.90551,0.79339,0.38017,0.9404,0.07947,0.7554,0.29496,0.62931,0.74138,0.65909,0.45455
"SelfConsciousness",0.0867613875223422,0.0123231296101802,-0.0127951539101912,0.30581466993693,0.370224628113456,-0.191690007869931,-0.24224870997856,0.0840457526428706,0.28152920578062,0.638228572713894,-0.145875341051796,0.219759012606829,-0.335993266951156,-0.033445657651569,-0.347392707215408,-0.154945888509059,0.576923076923077,0.442307692307692,0.173076923076923,0.0384615384615385,0.557692307692308,0.192307692307692,0,0,0.153846153846154,0.0236533503501722,0.258465654451725,-0.0292698662265356,0.241779845273587,-0.0630618798500015,-0.0793957928863438,-0.041799162990141,0.162224757190066,-0.326273684047398,-0.0733097721481437,0.24223161817706,0.102299266143323,0.0371444006510127,0.125110234495085,-0.207610306395515,0.296300576382364,0.622983229433806,0.4065,0.61789,0.51163,0.43411,0.264,0.968,0.5641,0.58974,0.41429,0.6,0.33083,0.67669,0.50943,0.58491,0.32576,0.49242
"SelfPity",-1.13484489735796,-0.402361314608166,-1.0836209352457,-0.493962345861662,0.0335491265679651,-0.456692753407503,-0.108147341696003,-0.549619203312691,-0.667020529188902,0.503953914256183,-0.177902626231996,-0.914718857174071,-0.205584265702631,-0.674542175246473,-0.820845355241338,-1.05017135860753,0.538461538461538,0.653846153846154,0.269230769230769,0.0192307692307692,0.480769230769231,0.25,0,0,0.115384615384615,0.0817887399730216,-0.0953571407628398,-0.177648268355817,-0.43897928334046,-0.0275652674773005,-0.731572877373051,-0.134707885793623,0.176442478528413,-0.576371195933279,-0.236269090866007,-0.15176290443117,-0.619989081957048,-0.171786965135193,0.0504686122339783,-0.0768470999873572,0.400684077207668,0.170179145614747,0.3719,0.71074,0.26562,0.57812,0.12403,0.94574,0.84615,0.19658,0.097222,0.88194,0.25385,0.75385,0.23684,0.83333,0.38298,0.23404
"Seriousness",0.662464116781782,-0.470986343018736,0.127568222952114,0.635294959681075,0.119125304600881,0.40975417459936,0.077612939774418,0.44649509552324,0.550352095760082,0.395885142802583,0.6142379451135,0.416098644494796,0.411059829998926,0.555864952224746,0.192188039689001,0.0869494409381472,0.865384615384615,0.673076923076923,0.25,0.0192307692307692,0.423076923076923,0.230769230769231,0.0192307692307692,0,0.0192307692307692,0.309519496109664,0.288431014976714,0.118992903420218,0.666697852554519,-0.179057744225498,0.469243563390865,-0.137485989424018,0.294491942739285,0.215980982419325,-0.233098741083301,0.0427466127251899,0.43748198090183,0.515006413247325,0.205592834551233,-0.104712124067509,0.348888942139902,0.594092690880675,0.48361,0.59016,0.47015,0.47015,0.10236,0.93701,0.53846,0.46154,0.57639,0.45139,0.46154,0.57692,0.47321,0.74107,0.2406,0.63158
"Skepticism",-0.216052092908852,-0.143450642960514,-0.481760547426161,-1.08539632333925,0.396921820292245,-0.372062373225555,0.380810260110493,-0.172252735199854,-0.0089482324631486,0.569181386585687,-0.03913387023976,-0.460428475961012,0.0223867337215889,0.51027043731547,0.033812152309308,-0.508153371459639,0.730769230769231,0.788461538461538,0.288461538461538,0,0.346153846153846,0.153846153846154,0,0,0,-0.0724163016451751,0.23462777292417,0.0872350020820755,0.23479644014098,0.146993899947033,-0.212010761424514,-0.0599870825368417,-0.149484107923552,0.0201953345298119,-0.153565788048779,-0.023066860344372,0.537866606185915,-0.361616631437057,-0.260653324245624,-1.11750884258797,0.0359642109064727,0.116039582462539,0.55085,0.55932,0.4058,0.47826,0.074627,0.93284,0.31933,0.80672,0.34043,0.68085,0.33588,0.65649,0.52632,0.66667,0.19403,0.52985
"Sleepiness",-0.236241768893364,0.920478474670959,-0.73840707875115,0.230663000404051,-0.702094329863936,0.509902226540455,-0.00797017977475698,0.288357885164312,0.321711134281803,-1.40806116666849,-0.929657275036612,-0.0594564459304774,0.784431520831672,0.0501343642237946,-0.891370777812221,-0.593699068351357,0.865384615384615,0.653846153846154,0.365384615384615,0.115384615384615,0.846153846153846,0.269230769230769,0,0,0,0.332495435497564,-0.445691043135701,-0.705918499217869,-0.789496057316166,-0.116259296170545,-0.706334872615014,-0.735218295167747,-0.229669529195565,-0.348568564165563,-0.232634588245057,-0.695217485615026,-0.788908938222839,0.461074809040823,-0.260652653734311,-0.0949975103367623,-0.759315186012261,-0.798058789071467,0.14516,0.78226,0.1037,0.85185,0.80769,0.66923,0.44444,0.2735,0.21379,0.53103,0.8777,0.18705,0.22034,0.77966,0.27612,0.20149
"Stupor",-1.04229162453882,0.0365880043567087,-0.818958704829984,-0.683832819638179,-0.437629545310748,-0.253445732815392,-0.646546785790611,-1.54357522055864,-1.15798264937371,-0.484020854752126,-0.778673189019598,-1.08705546717686,0.0103678359272768,-0.244942876850946,-0.685010552911303,-0.916956947138336,0.711538461538462,0.442307692307692,0.269230769230769,0.134615384615385,0.634615384615385,0.423076923076923,0.0769230769230769,0.0384615384615385,0.0384615384615385,-0.0609953225927594,-0.444842000440203,-0.328538117925561,-0.872864456094177,-0.221223491927566,-0.755161281531414,-0.492362420275118,-0.477005718016331,-0.0609594957410739,-0.18192119238656,-0.772883818114188,-0.665605800047525,-0.506316582717087,-0.532946533907355,-0.317482424766457,-0.543248087874517,-0.748183056759445,0.25424,0.65254,0.19549,0.6391,0.41803,0.72951,0.50893,0.26786,0.098592,0.72535,0.53125,0.39062,0.28829,0.62162,0.16406,0.27344
"Subordination",-0.234682279784146,-0.414622265254513,-0.407772653586895,-0.0363622479392219,-0.206940616982415,0.150579110502736,-0.32909121875524,-0.127068646629169,-0.227007817398028,-0.269056268634382,0.307268438481148,-0.148741635245061,-0.310713494868285,0.335203226585853,0.20428800659545,-0.38705383913248,0.423076923076923,0.557692307692308,0.192307692307692,0.0192307692307692,0.634615384615385,0.192307692307692,0,0,0.134615384615385,0.362960732113653,0.0559514923326583,-0.161078907651627,-0.292544596477142,0.25366087353497,-0.00654061320151422,-0.245174139708535,0.259037524579468,-0.167819307995713,0.105762775172239,-0.168099768467457,-0.190776805191857,0.0409518917440861,-0.347009054671728,-0.248817631644928,0.191246276972683,0.0987764158677928,0.44715,0.45528,0.2093,0.54264,0.33043,0.71304,0.22124,0.47788,0.098592,0.73239,0.67176,0.34351,0.68571,0.33333,0.13281,0.46875
"Thought",0.806761360065181,0.07647120128874,0.728016756500833,0.282360094425913,0.359630110958329,-0.590238836646111,-0.216505561798734,0.68188987915277,0.946975348133594,0.532201982508223,0.597539468357524,0.4772604083047,-0.700478096837102,0.796692126008721,0.30841684711452,0.632518802482902,0.538461538461538,0.288461538461538,0.230769230769231,0.0192307692307692,0.288461538461538,0.230769230769231,0,0,0.288461538461538,-0.307919152732929,-0.224627822717031,-0.0693744693805876,0.690023549299987,-0.179339151149065,0.430653963769996,0.429892503945145,-0.00855817337233992,-0.0277084317668098,-0.210036374177923,0.440412017375813,0.848269382001477,0.164767784560155,0.358719847112034,0.397953294171275,-0.133095164177994,0.473730865681793,0.61667,0.50833,0.43284,0.45522,0.065041,0.97561,0.216,0.808,0.65972,0.25,0.54264,0.49612,0.35088,0.74561,0.25362,0.76812
"Trance",-0.663911686448123,0.112695812542284,-0.550129690209815,-0.5319508389687,-0.0844738032729687,-0.824427839004366,-0.708969394864576,-0.979133149373784,-1.20788745530192,0.280650355428206,-0.486693911467495,-0.315874760919514,-0.0405561316792478,-0.393776500809268,-0.652733105209348,-0.323330988608571,0.826923076923077,0.384615384615385,0.115384615384615,0.0769230769230769,0.615384615384615,0.326923076923077,0.0192307692307692,0,0.0192307692307692,-0.189124639160904,-0.357373357244195,-0.480748441907809,-0.686911284276569,-0.290202797357277,-0.597174960691583,-0.298596286071402,-0.794623135621991,-0.299682742999071,-0.0139967646395191,-0.465929417185782,-0.453457114888408,-0.499910977536965,-0.53601855098905,-0.0835865534363945,-0.745118728302806,-0.851161640252508,0.23529,0.71429,0.2093,0.67442,0.39844,0.90625,0.43307,0.23622,0.20423,0.42254,0.41221,0.51908,0.27434,0.71681,0.28571,0.23308
"Transcendence",-0.0234378144119342,-0.0015143784991803,0.41849392154068,-0.385853206606135,0.869587653466129,-0.832759382559418,-0.556929947657072,-1.14543358198856,-0.941400185741879,0.0984004443863416,-0.343184069910349,0.200471869348635,-1.1314952347916,-0.105808361844579,-0.124335166104585,0.519586450575786,0.288461538461538,0.230769230769231,0.0769230769230769,0.0192307692307692,0.230769230769231,0.173076923076923,0.0192307692307692,0,0.5,-0.475035108879437,-0.0353075827334063,-0.403438802053542,-0.525263190283016,-0.207314099307439,-0.191863340619065,0.190179664084814,-0.330115466180098,-0.208638944855145,0.199633867940789,0.195233449283666,0.254014840013548,-0.684767004396266,-0.569345983761267,0.0721167308816699,-0.348402387016068,-0.0504125916691867,0.2437,0.68908,0.4,0.38462,0.224,0.808,0.49138,0.41379,0.64336,0.13287,0.24427,0.68702,0.33621,0.62069,0.38519,0.40741
"Uneasiness",-0.636726578265483,0.355100646795375,-1.01687081855426,-1.230275421349,-0.102752218312498,-0.452067527622778,0.296380803016525,-0.338318288433759,-0.257223430358857,-0.283513716924053,-0.880047369206364,-0.466276898025275,0.184432160449478,-0.474282757087147,-0.506531759963423,-0.990349643725038,0.730769230769231,0.653846153846154,0.288461538461538,0.0576923076923077,0.769230769230769,0.192307692307692,0.0192307692307692,0,0.0192307692307692,-0.2952388650728,-0.343883169572478,-0.129828948376104,0.0992682613908254,-0.303001855225971,-0.520241784213047,-0.0875908846055986,-0.34806715417511,0.088510904336975,0.076673418910485,-0.251351615358395,-0.437449020984686,-0.397641139687412,-0.0232799051942119,-0.980979826366872,-0.333328728502138,-0.47606763872509,0.18644,0.83898,0.45926,0.5037,0.39837,0.92683,0.77778,0.2906,0.053333,0.89333,0.69531,0.33594,0.46018,0.80531,0.35659,0.26357
"Weariness",-0.546453791958046,0.396331605956808,-0.895292285045379,-0.330227893069172,-0.323751429634963,0.0699586664648907,-0.128571490643285,0.117257163703209,-0.132602313103423,-1.16991652885796,-0.941220319159931,-0.0513663531617762,0.265587880654646,-0.0638296227177059,-0.749477806081882,-0.838114265393204,0.711538461538462,0.692307692307692,0.269230769230769,0.115384615384615,0.807692307692308,0.288461538461538,0.0384615384615385,0.0192307692307692,0.0192307692307692,0.0153214843381067,-0.000270158266033846,-0.701848432469214,-0.0128846823117117,-0.0694826813003492,-0.557533224721263,-0.481011385256897,-0.0052221172144491,-0.637414392601461,0.196387571707691,-0.495875106508921,-0.554273842825281,0.211675709113402,-0.00839819813403157,-0.31644467176747,-0.571638431123012,-0.632988560215597,0.2,0.752,0.17188,0.78906,0.61111,0.78571,0.69919,0.34146,0.10959,0.82877,0.73485,0.30303,0.29204,0.72566,0.24812,0.2406
"Worry",-0.342477610580832,0.367770759356603,-1.08763467785926,-0.877026087717866,0.167387154219202,0.07959222518742,0.50049624580515,-0.00805805934545151,0.293027356328509,0.401608872388413,-0.757415567611634,-0.396396933276895,0.351690775888359,-0.620564279753069,-0.550852746601445,-1.03704059550431,0.903846153846154,0.826923076923077,0.326923076923077,0.0576923076923077,0.557692307692308,0.346153846153846,0,0,0.0192307692307692,-0.301795013132986,0.0914133769258964,0.164813642050655,0.253518030005764,0.00724875410162212,-0.14868078967587,-0.122466471253876,0.1649444740485,-0.12890344009595,0.219359634859221,-0.0460330668287781,-0.47691941750771,-0.0236989753233162,0.0838956095647616,-0.376562713838137,0.0441159743150569,-0.232450677653781,0.30159,0.81746,0.64662,0.3609,0.2377,0.96721,0.872,0.296,0.089041,0.93836,0.59091,0.48485,0.47368,0.70175,0.32836,0.29104
